age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
31,services,married,secondary,no,1493,yes,no,telephone,21,jul,9,-1,0,unknown,no
46,management,married,secondary,no,782,no,no,cellular,30,jul,3,-1,0,unknown,no
35,blue-collar,married,secondary,no,1516,yes,no,cellular,17,apr,3,332,1,other,no
38,self-employed,married,tertiary,no,1729,yes,no,cellular,14,may,1,330,2,other,no
53,blue-collar,divorced,primary,no,1456,yes,no,cellular,13,may,1,-1,0,unknown,no
77,retired,divorced,primary,no,2271,no,no,cellular,15,mar,1,-1,0,unknown,no
79,retired,married,primary,no,2201,no,no,telephone,27,nov,4,94,3,failure,no
31,blue-collar,single,secondary,no,2320,yes,no,cellular,17,apr,1,-1,0,unknown,no
37,housemaid,married,primary,no,1414,yes,no,cellular,14,jul,3,-1,0,unknown,no
32,services,single,secondary,no,1866,yes,no,unknown,20,may,3,-1,0,unknown,no
40,unemployed,married,primary,no,1073,no,no,unknown,12,jun,2,-1,0,unknown,no
52,entrepreneur,married,secondary,no,2507,yes,no,telephone,30,jul,2,-1,0,unknown,no
57,services,married,secondary,no,1614,no,no,telephone,30,jul,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,1839,yes,no,cellular,12,may,2,175,1,failure,no
37,blue-collar,married,secondary,no,6413,yes,no,cellular,20,nov,1,183,2,failure,no
59,management,married,tertiary,no,3022,no,no,cellular,29,jul,3,-1,0,unknown,no
50,management,divorced,tertiary,no,2748,yes,no,unknown,6,may,1,-1,0,unknown,no
36,blue-collar,divorced,secondary,no,1485,no,yes,unknown,21,may,1,-1,0,unknown,no
27,technician,single,secondary,no,3661,yes,no,cellular,21,jul,1,-1,0,unknown,no
59,management,married,tertiary,no,2827,yes,no,unknown,8,may,2,-1,0,unknown,no
38,unemployed,married,secondary,no,1381,no,no,cellular,30,jan,3,-1,0,unknown,no
37,blue-collar,married,primary,no,1495,no,no,cellular,8,jul,3,-1,0,unknown,no
24,student,single,tertiary,no,2223,no,no,cellular,19,aug,1,-1,0,unknown,yes
72,retired,married,secondary,no,2665,no,no,telephone,14,may,3,185,2,failure,no
38,blue-collar,married,secondary,no,1419,yes,no,unknown,6,may,1,-1,0,unknown,no
47,management,married,tertiary,no,1249,yes,no,cellular,6,may,2,-1,0,unknown,no
39,management,married,tertiary,no,1923,no,no,cellular,29,jan,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,4197,no,no,cellular,3,feb,4,-1,0,unknown,no
63,retired,married,secondary,no,6626,no,no,cellular,11,sep,1,81,2,other,no
48,management,divorced,tertiary,no,2047,no,no,cellular,17,sep,2,183,2,success,yes
39,blue-collar,married,secondary,no,1557,no,no,unknown,27,may,2,-1,0,unknown,no
33,technician,single,secondary,no,1807,no,no,cellular,13,aug,2,-1,0,unknown,no
60,retired,married,secondary,no,1545,no,no,cellular,29,jul,7,-1,0,unknown,no
57,technician,married,secondary,no,1504,no,no,cellular,19,nov,1,-1,0,unknown,no
30,services,married,secondary,no,1412,yes,no,cellular,5,may,2,281,8,failure,no
56,unknown,married,unknown,no,2293,no,no,cellular,7,oct,1,-1,0,unknown,yes
45,blue-collar,married,secondary,no,1236,yes,no,cellular,30,jul,6,-1,0,unknown,no
35,admin.,married,secondary,no,1596,yes,no,cellular,30,apr,1,-1,0,unknown,yes
33,blue-collar,single,primary,no,945,yes,no,unknown,29,may,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,1498,yes,no,cellular,17,apr,2,-1,0,unknown,no
43,entrepreneur,married,unknown,no,1512,yes,no,unknown,6,may,2,-1,0,unknown,no
34,services,single,secondary,no,1424,no,yes,cellular,11,jul,2,-1,0,unknown,no
42,management,single,tertiary,no,2931,no,no,cellular,12,may,1,58,3,failure,no
38,management,single,secondary,no,1527,no,no,cellular,13,aug,5,-1,0,unknown,no
53,housemaid,married,primary,no,1531,yes,no,cellular,14,jul,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,1460,yes,no,cellular,14,may,2,358,2,failure,no
48,entrepreneur,married,unknown,no,1657,yes,no,unknown,9,may,2,-1,0,unknown,no
55,services,divorced,unknown,no,2430,yes,no,cellular,28,jul,2,-1,0,unknown,no
47,services,divorced,secondary,no,1509,no,yes,cellular,7,jul,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,1394,no,no,unknown,20,jun,3,-1,0,unknown,no
48,blue-collar,married,primary,no,4168,yes,no,cellular,17,nov,1,-1,0,unknown,no
24,student,single,primary,no,4887,no,no,cellular,20,oct,1,183,3,failure,yes
29,student,single,secondary,no,2114,yes,no,unknown,7,may,2,-1,0,unknown,no
45,self-employed,married,secondary,no,1568,no,no,unknown,17,jun,1,-1,0,unknown,no
42,unemployed,married,secondary,no,1505,yes,no,cellular,19,nov,1,183,1,failure,no
29,blue-collar,married,secondary,no,1846,yes,no,unknown,14,may,2,-1,0,unknown,no
33,admin.,divorced,secondary,no,1720,no,no,cellular,15,may,1,297,2,other,no
30,technician,single,tertiary,no,3689,yes,no,unknown,9,may,1,-1,0,unknown,no
82,retired,married,primary,no,3069,no,no,cellular,6,aug,2,-1,0,unknown,no
63,management,married,secondary,no,2955,no,no,cellular,12,aug,2,-1,0,unknown,no
39,admin.,married,tertiary,no,2289,no,no,cellular,11,aug,7,-1,0,unknown,no
55,blue-collar,married,primary,no,4553,yes,no,unknown,23,may,6,-1,0,unknown,no
37,blue-collar,married,secondary,no,2707,yes,no,cellular,14,jul,2,-1,0,unknown,no
41,self-employed,married,secondary,no,1583,yes,yes,cellular,17,jul,1,-1,0,unknown,no
36,services,married,secondary,no,2731,no,no,cellular,17,dec,2,127,3,success,yes
40,self-employed,divorced,tertiary,no,2942,no,no,cellular,7,may,1,342,1,failure,no
38,blue-collar,married,primary,no,2676,no,no,cellular,15,apr,1,311,4,success,yes
49,technician,married,secondary,no,3659,yes,no,cellular,10,jul,1,-1,0,unknown,no
35,blue-collar,single,secondary,no,2108,yes,no,cellular,7,apr,1,322,1,failure,no
23,services,single,secondary,no,1779,no,no,telephone,5,jun,1,95,1,other,no
28,blue-collar,single,primary,no,4846,yes,no,unknown,4,jun,4,-1,0,unknown,no
35,services,married,secondary,no,-549,yes,no,cellular,30,jul,5,-1,0,unknown,no
38,technician,married,tertiary,no,2531,no,no,cellular,13,aug,2,-1,0,unknown,no
57,management,married,primary,no,4007,no,no,cellular,4,sep,2,94,2,success,yes
31,technician,single,secondary,no,1525,no,no,cellular,12,feb,2,183,4,success,yes
31,management,single,tertiary,no,2886,no,no,cellular,26,apr,2,143,2,success,yes
27,admin.,married,secondary,no,2319,yes,no,unknown,28,may,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,1440,yes,no,cellular,21,nov,6,-1,0,unknown,no
73,technician,married,tertiary,no,1783,no,no,cellular,27,oct,2,183,3,success,no
31,services,single,secondary,no,1605,no,no,cellular,30,jan,4,-1,0,unknown,no
37,services,single,secondary,no,2487,yes,yes,cellular,16,apr,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,2091,yes,no,unknown,5,jun,2,-1,0,unknown,no
37,blue-collar,married,primary,no,1426,yes,no,unknown,13,may,4,-1,0,unknown,no
37,housemaid,married,tertiary,no,2697,yes,no,cellular,15,may,5,179,4,failure,yes
36,self-employed,married,primary,no,2148,yes,no,unknown,2,jun,3,-1,0,unknown,no
36,blue-collar,married,primary,no,1845,no,yes,cellular,14,jul,11,-1,0,unknown,no
81,retired,married,primary,no,10083,no,no,telephone,18,jan,2,272,2,success,yes
37,admin.,married,secondary,no,1506,no,no,unknown,7,may,1,-1,0,unknown,no
44,management,married,tertiary,no,1416,no,no,cellular,13,aug,2,-1,0,unknown,no
58,management,divorced,tertiary,no,4388,yes,no,telephone,18,may,1,-1,0,unknown,no
32,management,single,tertiary,no,1629,yes,no,cellular,17,mar,2,-1,0,unknown,yes
51,management,married,tertiary,no,8531,no,no,cellular,17,nov,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,3085,yes,no,unknown,12,may,4,-1,0,unknown,no
60,technician,married,secondary,no,9015,yes,no,unknown,13,may,1,-1,0,unknown,no
57,admin.,married,secondary,no,2025,no,no,cellular,1,jun,3,90,2,success,yes
40,blue-collar,married,primary,no,4837,yes,no,unknown,20,jun,5,-1,0,unknown,no
53,blue-collar,married,primary,no,1460,yes,no,cellular,10,jul,1,-1,0,unknown,no
65,retired,married,secondary,no,1838,yes,no,cellular,7,oct,1,-1,0,unknown,no
49,self-employed,married,tertiary,no,3723,yes,no,cellular,6,may,2,364,1,failure,no
62,technician,single,primary,no,12681,no,no,cellular,26,aug,1,-1,0,unknown,yes
49,services,married,secondary,no,4012,yes,no,unknown,16,may,1,-1,0,unknown,no
59,technician,divorced,primary,no,1432,yes,no,cellular,8,may,2,368,2,failure,no
34,management,single,tertiary,no,3201,yes,yes,unknown,29,may,3,-1,0,unknown,no
29,management,single,tertiary,no,1518,yes,no,cellular,30,jan,4,-1,0,unknown,no
31,services,married,secondary,no,5167,no,no,cellular,28,may,3,-1,0,unknown,no
30,services,single,secondary,no,1695,yes,no,unknown,9,may,1,-1,0,unknown,no
46,technician,single,tertiary,no,2416,yes,no,cellular,29,jan,2,-1,0,unknown,no
37,admin.,married,secondary,no,2316,no,yes,cellular,25,jul,1,-1,0,unknown,no
49,blue-collar,married,secondary,no,6800,yes,no,unknown,15,may,1,-1,0,unknown,no
31,blue-collar,married,primary,no,1064,yes,no,unknown,30,may,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,1453,yes,no,cellular,5,may,2,-1,0,unknown,no
30,technician,single,tertiary,no,1515,no,no,cellular,28,jan,2,-1,0,unknown,no
34,blue-collar,married,primary,no,1747,yes,no,cellular,3,feb,1,-1,0,unknown,no
38,management,married,tertiary,no,2401,no,no,cellular,14,dec,3,189,4,success,yes
59,services,married,tertiary,no,1531,no,no,telephone,8,jul,3,-1,0,unknown,no
50,technician,married,secondary,no,1691,yes,no,unknown,17,jun,4,-1,0,unknown,no
33,services,single,secondary,no,3486,no,no,cellular,29,aug,2,-1,0,unknown,no
51,services,single,secondary,no,1551,no,no,unknown,11,jun,6,-1,0,unknown,no
34,technician,single,tertiary,no,6914,no,no,cellular,22,apr,1,182,1,success,yes
47,blue-collar,married,secondary,no,2313,yes,no,unknown,15,may,5,-1,0,unknown,no
28,services,single,secondary,no,1724,yes,no,cellular,22,jul,2,-1,0,unknown,no
35,admin.,married,tertiary,no,2033,no,no,cellular,24,jul,1,-1,0,unknown,no
30,blue-collar,married,primary,no,2129,yes,no,unknown,26,jun,2,-1,0,unknown,no
36,services,divorced,secondary,no,1656,yes,no,unknown,15,may,1,-1,0,unknown,no
39,blue-collar,married,primary,no,1908,yes,no,cellular,8,may,2,338,1,success,no
30,management,single,tertiary,no,1193,yes,no,telephone,2,feb,2,-1,0,unknown,no
42,services,married,tertiary,no,1690,no,no,cellular,3,jul,4,317,3,failure,no
34,self-employed,married,secondary,no,1635,yes,yes,cellular,15,jul,5,-1,0,unknown,no
29,technician,single,secondary,no,2190,yes,no,unknown,9,may,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,2180,yes,no,cellular,9,apr,5,-1,0,unknown,yes
38,management,married,tertiary,no,1623,yes,no,cellular,6,may,1,169,2,failure,no
45,management,married,tertiary,no,4162,yes,no,unknown,15,may,7,-1,0,unknown,no
55,admin.,single,secondary,no,3835,yes,no,cellular,2,aug,1,180,2,failure,yes
32,services,single,primary,no,1576,yes,no,cellular,15,may,1,-1,0,unknown,no
55,admin.,married,secondary,no,1977,no,no,cellular,14,oct,6,192,1,success,no
31,management,single,tertiary,no,7543,yes,no,unknown,28,may,1,-1,0,unknown,no
50,management,married,tertiary,no,8689,yes,no,cellular,2,feb,3,-1,0,unknown,no
33,management,married,tertiary,no,5624,yes,no,cellular,21,nov,3,99,9,other,yes
53,housemaid,married,secondary,no,1791,no,no,cellular,27,aug,5,-1,0,unknown,no
27,unemployed,single,secondary,no,1521,no,yes,unknown,4,jul,1,-1,0,unknown,no
45,blue-collar,married,primary,no,2167,yes,no,unknown,9,may,4,-1,0,unknown,no
54,management,married,tertiary,no,2069,no,no,unknown,3,jun,1,-1,0,unknown,no
42,services,divorced,unknown,no,5866,yes,no,unknown,5,may,1,-1,0,unknown,no
38,retired,single,secondary,no,1523,yes,yes,unknown,26,may,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,2853,no,no,cellular,1,jun,1,-1,0,unknown,yes
44,entrepreneur,married,primary,no,1597,yes,no,unknown,8,may,1,-1,0,unknown,no
31,technician,single,secondary,no,1616,no,no,unknown,19,may,1,-1,0,unknown,no
37,management,married,tertiary,no,2079,yes,yes,cellular,19,nov,2,124,1,failure,no
31,management,single,tertiary,no,1507,no,no,cellular,16,dec,1,195,1,success,yes
45,services,married,primary,no,1335,yes,yes,cellular,17,apr,1,147,2,failure,no
43,blue-collar,married,secondary,no,1185,yes,no,cellular,11,may,1,349,3,other,no
62,management,married,primary,no,6384,no,no,unknown,9,jun,1,-1,0,unknown,no
41,management,divorced,tertiary,no,1841,yes,no,cellular,25,aug,5,-1,0,unknown,no
43,management,married,tertiary,no,1469,yes,no,cellular,17,jul,5,-1,0,unknown,no
34,blue-collar,married,primary,no,1527,no,no,cellular,23,jul,1,-1,0,unknown,no
49,services,married,secondary,no,1563,yes,yes,unknown,16,may,1,-1,0,unknown,no
53,blue-collar,married,secondary,no,3346,yes,no,cellular,18,aug,3,-1,0,unknown,no
47,technician,married,secondary,no,2859,yes,no,cellular,24,jul,1,-1,0,unknown,no
44,technician,married,secondary,no,6442,yes,no,cellular,2,mar,2,-1,0,unknown,yes
41,management,divorced,tertiary,no,1513,no,no,unknown,18,jun,5,-1,0,unknown,no
37,self-employed,single,tertiary,no,1487,no,no,cellular,7,sep,2,96,2,other,no
34,management,married,tertiary,no,4553,yes,yes,cellular,25,jul,1,-1,0,unknown,no
40,management,single,tertiary,no,6800,no,no,cellular,8,aug,4,-1,0,unknown,no
52,blue-collar,married,secondary,no,3849,yes,no,cellular,7,apr,1,-1,0,unknown,no
49,blue-collar,married,primary,no,4217,no,no,cellular,13,aug,2,-1,0,unknown,no
47,management,single,tertiary,no,3476,yes,no,cellular,18,oct,1,804,1,failure,yes
61,technician,married,primary,no,5622,no,no,cellular,14,jan,1,91,10,success,yes
48,blue-collar,married,secondary,no,108,yes,no,telephone,6,may,3,355,4,failure,no
52,blue-collar,married,primary,no,3562,yes,no,cellular,29,jan,2,224,1,other,no
48,management,married,tertiary,no,2801,yes,no,cellular,17,nov,3,-1,0,unknown,no
53,housemaid,married,unknown,no,1661,no,no,telephone,29,jul,3,-1,0,unknown,no
60,retired,divorced,primary,no,3954,yes,no,cellular,31,jul,6,-1,0,unknown,no
38,management,single,tertiary,no,4739,no,no,cellular,18,nov,1,-1,0,unknown,no
38,management,married,tertiary,no,4406,yes,no,cellular,12,aug,1,-1,0,unknown,yes
32,technician,single,tertiary,no,1476,yes,yes,unknown,7,may,5,-1,0,unknown,no
58,technician,single,tertiary,no,2390,no,no,unknown,9,jun,1,-1,0,unknown,no
35,services,married,secondary,no,766,yes,no,cellular,17,apr,1,-1,0,unknown,no
27,services,married,secondary,no,1466,yes,no,cellular,23,jul,2,-1,0,unknown,no
35,management,married,tertiary,no,5116,no,no,cellular,19,nov,1,182,3,failure,no
35,management,divorced,tertiary,no,1418,no,no,cellular,13,aug,2,-1,0,unknown,no
31,self-employed,married,secondary,no,1404,yes,no,unknown,27,may,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,1649,no,yes,cellular,18,jul,12,-1,0,unknown,no
48,services,divorced,secondary,no,1637,yes,yes,cellular,29,jan,2,-1,0,unknown,no
61,admin.,married,secondary,no,2229,no,no,cellular,9,apr,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,2550,yes,no,unknown,23,may,2,-1,0,unknown,no
35,blue-collar,married,primary,no,1915,yes,no,unknown,21,may,2,-1,0,unknown,no
55,admin.,married,secondary,no,1672,yes,no,cellular,20,apr,1,340,1,failure,no
33,management,single,tertiary,no,1902,yes,no,unknown,21,may,1,-1,0,unknown,no
48,retired,married,primary,no,1485,yes,no,cellular,7,may,3,-1,0,unknown,no
41,admin.,single,secondary,no,2644,yes,no,unknown,12,may,3,-1,0,unknown,no
33,management,married,tertiary,no,7718,no,no,cellular,20,nov,2,-1,0,unknown,no
42,management,married,tertiary,no,928,no,yes,cellular,29,jul,2,-1,0,unknown,no
41,management,married,tertiary,no,2084,no,no,cellular,13,sep,2,-1,0,unknown,no
53,technician,married,tertiary,no,2806,no,no,telephone,5,jun,2,-1,0,unknown,no
45,blue-collar,married,primary,no,9147,yes,no,unknown,15,may,8,-1,0,unknown,no
28,blue-collar,single,secondary,no,1921,yes,no,unknown,28,may,1,-1,0,unknown,no
35,services,single,secondary,no,1828,yes,no,cellular,7,may,1,356,3,failure,no
36,technician,single,tertiary,no,2415,yes,no,cellular,4,may,1,88,2,success,no
66,retired,married,secondary,no,2991,no,no,telephone,29,jul,3,-1,0,unknown,yes
40,management,married,tertiary,no,8569,no,no,unknown,16,jun,6,-1,0,unknown,no
35,admin.,divorced,secondary,no,2186,yes,yes,cellular,16,apr,3,-1,0,unknown,no
46,entrepreneur,married,tertiary,no,1433,yes,no,unknown,9,jul,1,-1,0,unknown,no
43,admin.,divorced,secondary,no,7463,yes,yes,telephone,15,mar,6,182,2,success,yes
30,services,single,secondary,no,1612,yes,no,cellular,16,apr,1,-1,0,unknown,no
37,technician,married,secondary,no,1565,yes,no,cellular,19,aug,2,-1,0,unknown,no
40,blue-collar,divorced,secondary,no,1556,no,no,unknown,9,jun,5,-1,0,unknown,no
36,services,single,secondary,no,1507,yes,no,unknown,23,may,1,-1,0,unknown,no
26,services,married,tertiary,no,1451,yes,no,unknown,27,may,1,-1,0,unknown,no
41,blue-collar,married,primary,no,2688,yes,no,cellular,11,may,2,-1,0,unknown,no
32,management,single,tertiary,no,1845,no,no,cellular,16,apr,4,-1,0,unknown,yes
55,technician,divorced,unknown,no,2048,yes,no,cellular,8,may,1,-1,0,unknown,no
34,technician,divorced,secondary,no,2501,yes,no,unknown,12,may,2,-1,0,unknown,no
40,admin.,married,secondary,no,3248,yes,no,cellular,15,may,2,-1,0,unknown,no
52,technician,single,secondary,no,5296,no,no,cellular,26,oct,1,-1,0,unknown,no
44,admin.,married,secondary,no,4582,yes,no,unknown,16,jun,4,-1,0,unknown,no
36,management,married,tertiary,no,1606,no,no,cellular,16,jun,3,-1,0,unknown,no
49,services,single,secondary,no,1562,yes,no,cellular,5,may,1,-1,0,unknown,no
33,management,married,tertiary,no,1519,no,no,unknown,14,may,1,-1,0,unknown,no
43,admin.,married,secondary,no,6093,no,no,unknown,30,may,3,-1,0,unknown,no
44,management,married,tertiary,no,1408,yes,no,cellular,5,nov,5,-1,0,unknown,no
35,technician,married,secondary,no,1217,no,no,cellular,15,may,3,-1,0,unknown,no
42,services,married,secondary,no,1423,yes,no,cellular,2,jun,1,28,3,failure,no
43,services,divorced,secondary,no,2183,yes,no,cellular,8,may,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,17691,yes,no,cellular,21,nov,1,-1,0,unknown,no
33,management,married,tertiary,no,2887,no,no,cellular,30,apr,1,86,3,success,yes
34,services,married,secondary,no,1635,yes,no,unknown,14,may,2,-1,0,unknown,no
60,retired,married,secondary,no,15853,no,no,cellular,18,nov,1,-1,0,unknown,no
40,management,single,tertiary,no,1519,no,no,cellular,28,jun,4,144,4,other,yes
57,blue-collar,divorced,secondary,no,3006,yes,no,cellular,3,apr,1,270,3,failure,yes
35,self-employed,single,tertiary,no,3577,no,no,cellular,17,nov,1,-1,0,unknown,no
55,admin.,married,secondary,no,3215,no,no,telephone,16,mar,1,91,2,success,yes
55,admin.,single,secondary,no,2599,yes,no,unknown,15,may,2,-1,0,unknown,no
60,housemaid,married,primary,no,1887,no,yes,unknown,5,jun,3,-1,0,unknown,no
37,management,married,tertiary,no,1385,yes,no,cellular,21,jul,3,-1,0,unknown,no
30,student,single,tertiary,no,1416,no,no,cellular,28,sep,2,105,7,other,yes
34,services,married,secondary,no,1843,yes,no,unknown,15,may,2,-1,0,unknown,no
32,services,married,tertiary,no,2852,yes,no,unknown,21,may,2,-1,0,unknown,no
33,services,married,tertiary,no,1837,yes,yes,unknown,7,may,1,-1,0,unknown,no
44,blue-collar,single,secondary,no,1874,yes,no,cellular,13,may,1,-1,0,unknown,no
38,management,married,tertiary,no,2356,yes,no,unknown,20,may,15,-1,0,unknown,no
36,technician,single,secondary,no,1666,no,no,cellular,19,aug,3,-1,0,unknown,no
60,retired,married,secondary,no,4940,no,yes,cellular,28,may,2,309,2,failure,no
38,blue-collar,married,primary,no,2390,yes,yes,unknown,23,may,1,-1,0,unknown,no
49,blue-collar,married,primary,no,1652,no,no,cellular,8,aug,3,-1,0,unknown,no
48,blue-collar,single,secondary,no,1742,yes,no,unknown,30,may,6,-1,0,unknown,no
39,management,divorced,secondary,no,1826,no,no,cellular,29,jan,2,162,4,failure,no
48,admin.,married,secondary,no,1784,no,no,cellular,20,aug,1,90,4,other,yes
53,blue-collar,married,secondary,no,1892,yes,no,cellular,20,aug,2,-1,0,unknown,no
38,management,married,tertiary,no,2630,yes,no,cellular,4,aug,1,181,2,other,yes
40,blue-collar,single,tertiary,no,15607,no,no,telephone,17,jul,20,-1,0,unknown,no
33,unemployed,married,secondary,no,4718,no,no,unknown,25,jun,2,-1,0,unknown,no
26,blue-collar,married,secondary,no,1524,yes,no,unknown,27,may,7,-1,0,unknown,no
43,unknown,single,tertiary,no,2987,no,no,cellular,1,jul,2,-1,0,unknown,no
57,blue-collar,married,primary,no,5525,no,no,cellular,19,nov,1,-1,0,unknown,no
58,management,married,primary,no,2236,yes,no,telephone,20,nov,1,-1,0,unknown,no
28,blue-collar,single,primary,no,1631,yes,no,cellular,29,jan,1,244,4,failure,no
39,technician,married,secondary,no,2207,yes,no,cellular,18,nov,2,-1,0,unknown,no
34,blue-collar,single,tertiary,no,4535,yes,no,cellular,7,may,2,-1,0,unknown,no
43,unemployed,married,tertiary,no,3175,no,no,unknown,9,jun,3,-1,0,unknown,no
40,blue-collar,single,secondary,no,14762,yes,no,cellular,17,apr,4,331,1,failure,no
44,blue-collar,married,primary,no,1390,yes,no,unknown,9,may,4,-1,0,unknown,no
41,blue-collar,married,secondary,no,2453,yes,yes,cellular,9,jul,13,-1,0,unknown,no
26,blue-collar,married,secondary,no,1262,yes,yes,unknown,27,may,2,-1,0,unknown,no
41,technician,married,secondary,no,1924,no,no,unknown,26,may,1,-1,0,unknown,no
46,admin.,married,secondary,no,1602,no,no,cellular,3,nov,1,-1,0,unknown,yes
34,technician,single,secondary,no,1914,no,no,cellular,13,aug,2,-1,0,unknown,no
32,student,single,tertiary,no,1448,yes,no,unknown,6,may,1,-1,0,unknown,no
29,admin.,single,secondary,no,1284,yes,no,telephone,15,may,8,-1,0,unknown,no
39,management,married,tertiary,no,5526,yes,no,cellular,2,feb,2,174,4,other,yes
39,technician,divorced,secondary,no,1526,no,no,cellular,20,aug,2,-1,0,unknown,no
43,management,married,tertiary,no,12160,yes,no,cellular,1,jun,1,-1,0,unknown,no
54,services,married,secondary,no,1808,no,yes,cellular,25,aug,12,-1,0,unknown,no
38,admin.,single,secondary,no,3461,yes,no,cellular,18,nov,1,137,1,other,no
55,blue-collar,married,secondary,no,2011,yes,no,cellular,3,feb,3,-1,0,unknown,no
52,blue-collar,married,secondary,no,2302,no,no,unknown,16,jun,1,-1,0,unknown,no
57,retired,married,secondary,no,1867,no,no,unknown,17,jun,4,-1,0,unknown,no
38,technician,married,secondary,no,1700,no,no,unknown,9,jun,1,-1,0,unknown,no
57,blue-collar,married,secondary,no,1830,no,no,unknown,5,may,1,-1,0,unknown,no
37,management,married,secondary,no,2197,yes,no,cellular,14,jul,2,415,1,failure,yes
55,blue-collar,single,secondary,no,7229,no,no,cellular,28,jan,2,-1,0,unknown,no
32,blue-collar,single,secondary,no,2165,yes,yes,unknown,8,may,1,-1,0,unknown,no
53,management,married,unknown,no,2221,no,no,cellular,13,aug,2,-1,0,unknown,no
47,technician,married,secondary,no,1353,yes,no,cellular,14,jul,2,-1,0,unknown,no
37,technician,married,tertiary,no,1583,no,no,cellular,26,aug,2,-1,0,unknown,no
61,services,married,secondary,no,1621,no,no,cellular,23,jul,2,-1,0,unknown,no
41,blue-collar,single,primary,no,1530,yes,no,cellular,19,nov,2,-1,0,unknown,no
43,admin.,married,tertiary,no,2780,no,no,unknown,16,jun,1,-1,0,unknown,no
44,technician,married,tertiary,no,2205,no,no,cellular,3,apr,1,-1,0,unknown,no
43,technician,married,secondary,no,3544,yes,yes,cellular,21,nov,3,116,4,failure,no
51,blue-collar,married,primary,no,2432,yes,no,cellular,16,apr,5,-1,0,unknown,no
44,blue-collar,married,secondary,no,1544,yes,no,unknown,29,may,1,-1,0,unknown,no
35,management,married,tertiary,no,1431,yes,no,cellular,16,jul,5,-1,0,unknown,no
49,services,divorced,secondary,no,2138,no,no,cellular,6,feb,6,-1,0,unknown,no
43,management,married,unknown,no,3965,yes,no,unknown,9,may,1,-1,0,unknown,no
35,technician,married,secondary,no,4972,no,no,cellular,11,aug,2,-1,0,unknown,no
51,services,married,tertiary,no,2026,yes,no,cellular,18,aug,7,-1,0,unknown,no
38,technician,married,secondary,no,1568,yes,yes,unknown,15,may,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,1421,no,no,unknown,3,jun,1,-1,0,unknown,no
33,technician,single,secondary,no,3404,no,no,telephone,17,apr,3,-1,0,unknown,no
45,blue-collar,married,primary,no,2224,yes,yes,unknown,15,may,5,-1,0,unknown,no
32,blue-collar,married,secondary,no,1446,yes,no,cellular,18,may,2,371,1,failure,no
32,technician,single,tertiary,no,2602,yes,no,cellular,30,apr,1,339,1,failure,no
51,blue-collar,married,secondary,no,3460,yes,no,cellular,18,nov,2,-1,0,unknown,no
29,blue-collar,single,primary,no,2632,no,no,cellular,29,jan,1,-1,0,unknown,no
29,services,single,secondary,no,1271,no,no,cellular,8,jul,2,-1,0,unknown,no
40,technician,single,tertiary,no,2165,yes,no,cellular,14,may,1,288,12,other,no
40,blue-collar,married,primary,no,1783,yes,no,cellular,16,apr,1,-1,0,unknown,no
51,services,married,secondary,no,2631,no,no,cellular,17,nov,1,-1,0,unknown,no
38,housemaid,married,secondary,no,4359,no,no,unknown,12,jun,1,-1,0,unknown,no
60,admin.,married,secondary,no,1417,yes,yes,telephone,25,jul,9,-1,0,unknown,no
39,management,married,tertiary,no,1792,yes,no,cellular,22,jul,1,-1,0,unknown,no
68,management,married,tertiary,no,3587,no,no,cellular,7,jul,1,-1,0,unknown,no
52,unemployed,divorced,secondary,no,1506,no,no,cellular,4,aug,2,-1,0,unknown,no
55,management,married,unknown,no,3737,yes,no,cellular,2,jun,2,385,1,success,yes
53,management,single,tertiary,yes,1364,yes,no,cellular,11,may,2,266,6,failure,no
43,services,married,secondary,no,5412,yes,no,telephone,20,nov,2,-1,0,unknown,no
33,blue-collar,single,primary,no,1235,no,no,unknown,21,may,3,-1,0,unknown,no
25,blue-collar,single,primary,no,10146,yes,no,unknown,3,jun,1,-1,0,unknown,no
51,entrepreneur,married,secondary,no,3436,no,yes,telephone,14,jul,3,-1,0,unknown,no
30,technician,single,secondary,no,2116,yes,no,cellular,7,may,1,-1,0,unknown,no
39,blue-collar,married,primary,no,2103,yes,no,unknown,21,may,1,-1,0,unknown,no
35,self-employed,married,tertiary,no,1901,yes,no,cellular,3,feb,2,-1,0,unknown,no
44,admin.,married,secondary,no,1745,yes,yes,unknown,8,may,2,-1,0,unknown,no
33,management,married,tertiary,no,4006,yes,no,cellular,11,feb,4,-1,0,unknown,yes
